power,time
2064,124
2065,124
2066,123
2067,122
2068,119
2069,118
2070,117
2071,117
2072,116
2073,116
2074,115
2075,115
2076,114
2077,114
2078,114
2079,113
2080,113
2081,113
2082,113
2083,113
2084,113
2085,112
2086,112
2087,112
2088,111
2089,111
2090,111
2091,110
2092,110
2093,109
2094,108
2095,108
2096,108
2097,108
2098,107
2099,107
2100,107
2101,107
2102,107
2103,106
2104,106
2105,105
2106,105
2107,105
2108,104
2109,103
2110,102
2111,102
2112,101
2113,100
2114,100
2115,99
2116,99
2117,99
2118,99
2119,99
2120,98
2121,98
2122,98
2123,98
2124,97
2125,96
2126,95
2127,94
2128,94
2129,94
2130,93
2131,92
2132,91
2133,91
2134,90
2135,90
2136,90
2137,90
2138,89
2139,89
2140,88
2141,88
2142,88
2143,88
2144,87
2145,87
2146,87
2147,86
2148,86
2149,85
2150,85
2151,84
2152,83
2153,82
2154,82
2155,81
2156,81
2157,80
2158,79
2159,79
2160,79
2161,79
2162,79
2163,79
2164,78
2165,78
2166,78
2167,78
2168,77
2169,77
2170,77
2171,76
2172,76
2173,76
2174,75
2175,75
2176,74
2177,74
2178,73
2179,73
2180,73
2181,73
2182,72
2183,72
2184,72
2185,72
2186,71
2187,71
2188,71
2189,71
2190,71
2191,71
2192,71
2193,71
2194,71
2195,70
2196,70
2197,70
2198,70
2199,70
2200,70
2201,70
2202,70
2203,69
2204,68
2205,68
2206,67
2207,67
2208,67
2209,67
2210,67
2211,66
2212,66
2213,66
2214,66
2215,66
2216,66
2217,65
2218,64
2219,64
2220,63
2221,62
2222,61
2223,61
2224,60
2225,60
2226,60
2227,59
2228,58
2229,58
2230,58
2231,58
2232,58
2233,58
2234,58
2235,57
2236,57
2237,57
2238,57
2239,57
2240,56
2241,55
2242,54
2243,53
2244,52
2245,52
2246,52
2247,52
2248,52
2249,52
2250,52
2251,52
2252,52
2253,51
2254,51
2255,51
2256,51
2257,51
2258,51
2259,51
2260,51
2261,51
2262,50
2263,49
2264,49
2265,48
2266,48
2267,48
2268,48
2269,47
2270,47
2271,47
2272,47
2273,46
2274,46
2275,46
2276,46
2277,45
2278,44
2279,43
2280,43
2281,43
2282,43
2283,43
2284,43
2285,43
2286,42
2287,42
2288,42
2289,42
2290,42
2291,42
2292,42
2293,42
2294,42
2295,42
2296,42
2297,41
2298,41
2299,41
2300,41
2301,41
2302,41
2303,41
2304,41
2305,41
2306,41
2307,40
2308,40
2309,40
2310,40
2311,40
2312,40
2313,40
2314,40
2315,40
2316,40
2317,40
2318,39
2319,39
2320,39
2321,39
2322,39
2323,38
2324,38
2325,37
2326,37
2327,37
2328,37
2329,37
2330,36
2331,36
2332,36
2333,36
2334,36
2335,36
2336,35
2337,33
2338,33
2339,33
2340,33
2341,32
2342,32
2343,32
2344,32
2345,32
2346,31
2347,31
2348,31
2349,31
2350,31
2351,31
2352,30
2353,30
2354,30
2355,30
2356,30
2357,30
2358,29
2359,29
2360,29
2361,28
2362,28
2363,28
2364,28
2365,28
2366,28
2367,28
2368,28
2369,27
2370,27
2371,27
2372,27
2373,27
2374,27
2375,26
2376,26
2377,26
2378,26
2379,25
2380,25
2381,25
2382,24
2383,24
2384,24
2385,24
2386,23
2387,23
2388,23
2389,23
2390,22
2391,22
2392,22
2393,22
2394,22
2395,22
2396,22
2397,22
2398,22
2399,22
2400,22
2401,22
2402,21
2403,21
2404,21
2405,21
2406,21
2407,21
2408,21
2409,21
2410,21
2411,21
2412,21
2413,21
2414,21
2415,21
2416,20
2417,20
2418,20
2419,20
2420,20
2421,20
2422,20
2423,20
2424,19
2425,19
2426,19
2427,19
2428,19
2429,19
2430,18
2431,18
2432,18
2433,18
2434,17
2435,17
2436,16
2437,16
2438,15
2439,15
2440,15
2441,14
2442,14
2443,14
2444,14
2445,13
2446,13
2447,13
2448,13
2449,12
2450,12
2451,11
2452,11
2453,11
2454,11
2455,11
2456,10
2457,10
2458,10
2459,10
2460,10
2461,10
2462,10
2463,10
2464,10
2465,9
2466,9
2467,9
2468,9
2469,9
2470,9
2471,9
2472,9
2473,9
2474,9
2475,9
2476,9
2477,9
2478,8
2479,8
2480,8
2481,8
2482,8
2483,8
2484,8
2485,8
2486,8
2487,8
2488,7
2489,7
2490,7
2491,6
2492,6
2493,6
2494,5
2495,5
2496,5
2497,4
2498,4
2499,4
2500,4
2501,4
2502,4
2503,4
2504,3
2505,3
2506,3
2507,3
2508,3
2509,3
2510,3
2511,3
2512,2
2513,2
2514,2
2515,2
2516,1
2517,1
2518,1
2519,1
2520,1
2521,1
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,1
2533,1
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
